关于逾期付款利息，《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释》第六条第二款规定,neg,7921.txt
《中华人民共和国合同法》第六十条规定,neg,5524.txt
综上所述，依照《中华人民共和国民法总则》第六十一条、《中华人民共和国合同法》第五十二条第五项、第二百六十九条、第二百七十二条第二款、第三款、《中华人民共和国建筑法》第二十六条、第二十九条第三款、《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释》第一条、第二条、第十七条、第二十六条第二款、《中华人民共和国民事诉讼法》第六十四条第一款、第一百四十二条的规定，判决如下,neg,8391.txt
原告提供的证据9、10中有原告、被告和监理单位三方共同盖章确认，同时被告并未提供充分证据证实上述证据不真实，因此原告提供的上述两项证据来源合法，具有真实性，予以认定,neg,9386.txt
（1）单方违约导致合同确已无法履行，双方协议停止施工,neg,8048.txt
3、即便双方订立的劳务合同有效，但双方约定的逾期违约金条款显失公平，应予撤销,neg,3281.txt
“施工单位应当依法取得相应等级的资质证书，并在其资质等级许可的范围内承揽工程,neg,10335.txt
&quot;根据建设工程管理条例现行的强制标准及设计文件，对本单位工程的施工全过程实施质量监控，工程质量均达到合格等级，建筑工程达到合格标准,neg,5790.txt
经比对，两份合同约定工程期限明显不一致,neg,6603.txt
原告提出鉴定机构作出修正，不符合法律规定的主张，因原被告双方对钢筋施工工艺在图纸未明确具体做法，也未有相关施工组织设计佐证，鉴定机构参考06SG614—1《砌体填充墙结构构造》，并结合天泽公司意见，同时，因为鉴定机构将4#楼土方的定额工程量输入错误，因此，其作出修正并无不当，故对原告的上述主张不予采信,neg,11526.txt
由于海协公司请求撤销合同之诉，本院不予支持，故海协公司主张承担造价咨询费26万元及律师服务费884328元的诉请，本院亦不予支持，且《最高人民法院关于适用,neg,2823.txt
"另外，由于工程已经竣工验收合格，XX公司应返还XX公司的保证金500,000元",neg,11701.txt
虽然同源公司主张的工程款不含外墙工程款，但外墙工程合同的相对方亦为同源公司，故闽西宾馆支付的该玻璃款和铝合金窗限拉及窗锁款，应列入闽西宾馆的支付款项范畴，至于同源公司是否尚未支付或者重复支付给第三方该玻璃款和铝合金窗限拉及窗锁款，应由同源公司与第三方进行核对并主张权利,neg,9851.txt
二、就华鼎公司陈述的相关内容，四原告主张不予认可,neg,2698.txt
即在2016年5月27日应当支付工程款77438680元（81514400元×95%=77438680元），仅支付了56740000元，尚欠工程款20698680元未付，故武汉金鑫联鑫公司应支付从2016年5月27日起按中国人民银行发布的同期同类贷款基准利率计算至本判决确定的履行期限届满之日的逾期利息损失，湖南六建公司对逾期利息承担支付责任，喳西泰公司在未付工程款20698680元范围内承担利息赔偿责任,neg,8387.txt
通过竣工验收后，开始计算保修期，在保修期内如出现质量问题，施工方应当进行保修，使工程质量合格满足使用,neg,11391.txt
25755.06,neg,2187.txt
主要材料价格按以下单位执行不予调整,neg,1029.txt
3309646.53,neg,1765.txt
2013年，崎丰厂作为建设单位在崎丰厂扩建厂房工程车间一、车间三的主体结构分部工程出具分项、分部工程质量验收证明书上盖章，确认，经验收主体结构分部工程质量等级合格,neg,505.txt
对原告提出的案件受理费诉请，应当按胜诉比例予以支持,neg,4555.txt
保修金返回,neg,8076.txt
法律没有规定的，可以适用习惯，但是不得违背公序良俗,neg,2452.txt
承包人有过错的，也应当承担相应的过错责任,neg,12833.txt
对证据十三、是复印件不予质证，应属无效,neg,3456.txt
庭审中，富丽公司认可已收到工程款14052.0181万元,neg,7312.txt
因原告已按照《建设工程合同工程款支付的变更及相关事项调解的协议》向被告中港公司支付了工程款共计905万元，为此本院根据《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释（二）》第十二条的规定“当事人在诉讼前已经对建设工程价款结算达成协议，诉讼中一方当事人申请对工程造价进行鉴定的，人民法院不予准许,neg,9946.txt
证据3，被告对证据的真实性没有异议，对证据的证明目的有异议,neg,6088.txt
但由于双方签订《建设工程施工合同补充协议》直至本案所涉工程开工时，石门县盛世家园1#楼都是按地上8层、2#楼按地上8＋1层、物业管理办公楼按照地上7层的规模来设计、进行招标并进行施工图纸的审查备案，邓文年也是按照这一施工规模与石门城建房产公司就工程价款进行协商并签订《建设工程施工合同补充协议》,neg,4885.txt
”本案中《建设工程施工合同书》的当事人虽然是确定和明确的，但合同的具体标的和数量需待招投标完成后方能确定，仅是原告愿意参加工程投标并缴纳质保金，愿意参与磋商，谈判的意思表示，不具备合同的基本要素，没有为双方当事人设定民事权利义务，双方当事人之间并未形成民事法律关系，不构成正式的建设工程施工合同，只有通过法定的招标等程序后双方才能签订正式合法有效的建设工程施工合同,neg,6810.txt
对于龙河公司与鑫华公司于2013年7月12日签订的《建设工程施工合同》，虽然有龙河公司发出的《中标通知书》，但当事人未提供进行实际招投标的相关证据,neg,8399.txt
本结算单作为双方合同的补充协议,neg,12939.txt
否则应视为实际开工日为2014年4月1日,neg,5270.txt
被告白邑公司作为转包人，将建设工程转包给不具备相应建筑资质的原告施工，被告白邑公司的该违法转包行为，应对被告东龙公司应支付原告的工程款及应退还的工程保证金承担连带给付义务,neg,8499.txt
前款所列行为影响中标结果的，中标无效,neg,12331.txt
本院认为，原告对该组证据的证明目的虽提出异议，但未向本院提交反证予以抗辩，对其异议，本院不予采信，本院确认该组证据内容真实、合法、与本案有关联，可以作为有效证据使用,neg,5096.txt
被告安澜公司提交的证据3《神头港D区标高验收测量报告》，用以证明业主洋浦控股公司于2014年6月委托测绘中心进行项目验收的标高测绘,neg,8519.txt
86384460元，2、垫付材料款1300万元、钢材款1210823.57元，3、垫付水电费和垃圾费1287667.62元，4、垫付破损石材费1万元，5、以及容福公司应向嘉盛公司支付的租金612900元，该部分款项虽然容福公司认为，根据汉阳区监管站2013年8月的整顿口头要求嘉盛公司应免除该部分租金,neg,4692.txt
”及第十三条,neg,219.txt
2013年5月26日至27日强降雨顺延工期两天也是重复的，且九洲公司及监理单位同意顺延1天，因此仅能按照1天计算,neg,54.txt
自2020年4月15日起，按照同期同类银行贷款利率计算至工程款实际付清之日止）,neg,9182.txt
新金伞公司在本案防水工程的工程造价为4102282.64元，扣除税金143579.89元和山西六建海南分公司已支付的213万元后，山西六建海南分公司和山西六建还应继续支付新金伞公司工程款1828702.75元,neg,9293.txt
总工程价款39％应付款为人民币9571986.76元，从应付工程价款之日（2013年12月2日）起计息至给付之日，对返还的质量保证金不应计算利息,neg,4171.txt
11、对潘桥路厂房扣减项目(土建工程)第16项、编号为7-3-1的“1,neg,615.txt
被告以原告盐亭建安公司与业主委员会、胥志明签订的《建设工程施工合同》约定的价款作为结付工程款的依据与客观事实不符，其抗辩主张本院不予采信,neg,11602.txt
《中华人民共和国招标投标法》第三条（二）规定，使用国有资金的项目必须进行招标,neg,4120.txt
对于20，鉴定现场，繁宝公司及钱国木业公司的确说过楼梯面砖和踢脚线是由钱国木业公司施工的，但施工图纸中并没有注明需要做这部分的内容，故没有列为扣减项,neg,662.txt
2013年6月2日，合同价款,neg,5111.txt
本案中，湖南六建公司作为总承包人，不论其是将承包的涉案建设工程以内部承包形式全部转让给李波个人，或者是李波借用湖南六建公司的资质、或李波挂靠湖南六建公司，湖南六建公司的转包行为或出借资质的行为均属于违法行为,neg,8341.txt
五、工程质量标准，达到现行国家施工验收规范合格标准，工程质量按黄鹤被标准施工,neg,4603.txt
3、关于被告亚太公司是否应向原告退还履约保证金的问题，原告认为其与被告亚太公司签订的建设工程施工合同及补充协议未能履行的原因在于,neg,5933.txt
2012年6月8日，容福公司正式开工建设嘉盛包装工业园,neg,4618.txt
因此被告的此项抗辩理由不能成立,neg,12911.txt
审定金额162231662.30元,neg,9103.txt
17169313元整,neg,12935.txt
19栋已付款,neg,2361.txt
第三人提交的竣工验收备案表客观真实，本院予以采信,neg,12509.txt
证明喀什东方汇科公司未按双方签订《叶城县金果小区工程项目资金拨付计划及复工方案》约定向喀什华厦公司支付工程进度款,neg,11135.txt
中色十二冶公司应否赔偿万特公司因工期延误造成的损失及违约金,neg,3961.txt
17栋第8、9层,neg,1579.txt
对于合同编号为201310-1、201310-2号在孝感市××南区城乡建设局备案的二份单体合同，该合同中恒广公司的印章、法定代表人梅文革印章及刘德三、梅文革的签名虽然经恒广公司申请鉴定后结论与实际印章不一致，但原告刘德三在本案审理中未提交总承包合同约定的“祥每栋楼号合同、固定价格合同”即单体合同的证据，且恒广公司亦未撤销备案合同及向有权机关报案，故本院对在孝感市××南区城乡建设局备案的案涉单体合同，应认定为具备公信效力，其合同内容依法应予以采信,neg,4996.txt
四、判决被告支付其工人生活区使用的水、电费约6万元,neg,3277.txt
综上，被告双强公司已支付工程款为225959805.64元，尚需支付工程款42722218.36元,neg,8184.txt
新金伞公司按约定履行了施工义务，有权参照合同约定和完成的工程量获得工程款,neg,9286.txt
被告应承担违约赔偿责任,neg,5396.txt
国神华公司抗辩主张其仅需按银行同期贷款利率标准计付利息，不符合合同约定，本院不予支持,neg,2766.txt
故本院鑫红光公司应赔偿省建三公司停工损失和合同解除后的损失金额为15153069元,neg,9690.txt
富丽公司对卉森公司以上证据质证意见为,neg,7012.txt
恳请人民法院依法尽快审结本案，督促卉森公司及时支付前述6000万元案款，以解决拖欠已久的民工工资、管理人员工资和其他执行案款，从而维护社会稳定,neg,7307.txt
现原告主张从2016年1月8日开始计算利息，予以照准,neg,8680.txt
证据一、电话录音，证明2013年8月2日质监站下的停工令，经过整改，写了复工申请报告，由李振刚送到质监站的三科交给了副科长谢雨环，谢科长的答复是继续施工，所以2013年8月5日复工，监理日志有证据证实复工，学校领导也可以作证,neg,3339.txt
2012年12月29日，闽中公司就吴东安承建的A1区值班室工程编制《工程结算书》，载明工程造价473858元,neg,10652.txt
冶科纳米公司称未备案合同是实际履行的合同并无事实依据,neg,11237.txt
被告金辉公司质证，没有异议,neg,7642.txt
冠华公司与许志飞签订《玻璃幕墙安装施工合同》，由许志飞完成玻璃幕墙安装工程260㎡，原告支出劳务费1.8万元,neg,3519.txt
"由于《补充协议二》中双方已经确定了的前期工程价款为2350万元，故应计入XX公司所得工程款，而后期施工的部分在上述协议中已明确约定了按照固定价结算工程价款，即50,018,010元（该款已包括赶工费686,153.60元）结算，故亦应计入XX公司所得工程价款",neg,11687.txt
但根据查明事实表明，蒋大平与安泰公司确属于挂靠关系,neg,4936.txt
外委工程单位资料是否齐全不是本案的范围内,neg,5315.txt
但原告目前提交的证据尚不能证实该部分的工程量及被告应向原告支付的工程款数额,neg,8645.txt
"(4)、施工界面争议(现场查勘存在)造价为589,747元",neg,10251.txt
“依法必须进行招标的项目，招标人违反本法规定，与投标人就投标价格、投标方案等实质性内容进行谈判的，给予警告，对单位直接负责的主管人员和其他直接责任人员依法给予处分,neg,12107.txt
依照《中华人民共和国合同法》第四十四条、第六十条、第七十七条、第一百二十条、第二百六十九条、第二百八十六条之规定，判决如下,neg,10552.txt
2.劳保基金上陵公司应否支付及数额如何确定,neg,2836.txt
本院认为，《丽江天籁雅筑二期叠翠居A区建设工程施工承包协议》仅有甲方原告及其法定代理人的签章及乙方代理人一栏处被告李应慧、案外人杨学的签名，乙方签章处为空白,neg,12435.txt
同时，由于格瑞汀公司未按时支付工程款，导致涉案工程未按期竣工,neg,2507.txt
4、第四次支付时间段为,neg,440.txt
19#11~18层内墙抹灰,neg,2223.txt
被告东龙公司作为发包人应向原告支付姚安大酒店工程款2900000元及退还其向原告收取的工程保证金3000000元,neg,8497.txt
临湘市名流花园二期工程（一标段），工程地点,neg,1406.txt
根据《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释》第二条,neg,217.txt
秀湖鹭岛2-1期12#、13#、15#、18#（住宅部分）,neg,7283.txt
被告提出消防、弱电、通风、幕墙、护坡、岩棉、成品保护等工程不包括在双方签订的建设工程施工劳务分包合同中，但根据合同第一部分“劳务分包范围”及“劳务作业内容”约定,neg,3544.txt
综上所述，依照《中华人民共和国合同法》第五十二条，《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释》第一条、第二条，《最高人民法院关于适用﹤中华人民共和国合同法﹥若干问题的解释（二）》第二十九条，《中华人民共和国民事诉讼法》第六十四条、第一百四十二条的规定，判决如下,neg,3596.txt
”据此，除法律另有规定以外，房屋所有权的转移，于依法办理房屋所有权转移登记之日发生效力,neg,4429.txt
合同工期,neg,10629.txt
1500000,neg,1647.txt
本院认为,neg,1360.txt
《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释》规定，建设工程施工合同无效，但建设工程经竣工验收合格，承包人请求参照合同约定支付工程价款的，应予以支持,neg,4155.txt
"110,943,061.39元",neg,11764.txt
依法成立的合同受法律保护,neg,790.txt
2014年4月1日经原告、被告、监理单位确认，丽景家园小区项目原告进场开工，首先开工七栋楼，2014年5月17日开工三栋楼,neg,5771.txt
应付款项,neg,11802.txt
新建水泥承包九龙一号2#会馆室外给、排水管道工程,neg,6295.txt
被告认为不应扣除预算书中E、F区块智能安防、广电、电信管道部分基础及护砂管费用，则鉴定造价应增加159498元,neg,6236.txt
再从约定的结算价款来看，备案合同约定的是固定价，非备案合同约定依据广西壮族自治区2005年定额及相关文件，工程款第一期支付按照时间完成的进度工程款的80%支付，这与广西廉凯公司于2014年4月26日向监理单位广西昊建工程咨询管理有限公司提交《工程款支付申请表》及监理单位审核确定的工程款支付依据相符,neg,5997.txt
本案中，杨建飞伪造建诚奎屯分公司公章、挂靠林州建总公司，以两公司的名义分别与潘国彬签订两份内容基本一致的建设工程施工合同，系两合同的实际签订人和挂靠人，并且以自己名义直接向潘国彬支付工程款,neg,2629.txt
3.室内地面垫层,neg,7781.txt
交易流水号为887279，付款时间为2016年11月30日，付款金额为130万元,neg,11083.txt
故本院对被告关于应扣除质保金的主张，予以支持,neg,10047.txt
鉴定机构按94定额的结算口径以7-8公里运距考虑计价，并无不当，本院予以采纳,neg,3639.txt
"综上所述，原告新东阳公司就案涉工程西湖城小区9、10、12、14及地下室工程折价或拍卖的价款在49,240,573.7元范围内享有优先受偿的权利",neg,11973.txt
对原告陈鑫提交的证据,neg,8411.txt
&quot;监理单位方圆公司盖章、总监理工程师王叙盖章予以确认,neg,5791.txt
关于被告（反诉原告）山西欣如置业有限公司的反诉部分,neg,3701.txt
7、《工程联系单》、《签证单》，拟证明业主单位在施工过程中同意顺延工期及因业主单位要求增加的工程量应顺延相应工期,neg,7978.txt
资料是今年给我的，具体时间都记不清楚了，我不记录,neg,5459.txt
"湖南省国鼎招标咨询有限公司向原告（反诉被告）长沙建工公司送达《中标通知书》（中标编号:XXXXXXXXXXXXXXXXXXXX）,确认原告（反诉被告）长沙建工公司为中标单位",neg,1403.txt
本案中，原、被告签订的《长城国际商业广场建筑承包施工合同》约定“基于劳保基金由发包人代缴，承包人在单位工程时按发包人所缴金额全额抵扣工程款劳保基金抵扣工程款”，因此本案中不应再另行计算劳保基金,neg,4077.txt
被告鄂尔多斯市广恒房地产开发有限责任公司、马玉森应按照双方结算的协议支付原告河南开宇建筑公司工程款,neg,12950.txt
20110720,neg,1851.txt
2、《被告付款金额、日期及原告开票金额、日期统计表》，拟证明原告(反诉被告)没有依约每月形成施工图预算书和工程量计算书并书面向被告(反诉原告)请款及原告(反诉被告)没有依约在每次支付前开具发票，原告(反诉被告)存在违约行为,neg,7990.txt
（1）营业税3%,neg,10683.txt
三是省建三公司要求鑫红光公司赔偿停工损失和合同解除后的损失的请求是否成立,neg,9611.txt
且认为原告未完某某的大理石地面、塑钢门窗、分水器、消火栓箱体安装项目也进入了工程造价中,neg,1093.txt
就钢筋调整项目，双方合同47.1（5）约定钢筋结算时按实际用量计入，价格按实际市场采购价调整,neg,3044.txt
工程师应在接到报告后的14天内，按设计图纸核实已完工程量(以下称计量)，并在计量前24小时通知承包人,neg,392.txt
本院认为，双方于2012年9月4日签订的《湖北省建设工程施工合同》，从合同签订和进场施工的过程和背景缘由来看，双方签订的《湖北省建设工程施工合同》最直接的原因是因为汉阳建设局《汉阳区建设行政执法违法工程责令整改通知书》的要求而产生，目的是为了完成汉阳区建设局的管理要求而形成,neg,4666.txt
（4）关于垂直运输费，文峰公司主张按75%计算缺乏依据,neg,6634.txt
&quot;10栋楼本想一起开工，但市场不好，先开了7栋楼,neg,5601.txt
7、关于行政罚款及其它费用,neg,10521.txt
”处签名捺印，崔国茂在该《承诺》“担保人,neg,8474.txt
故本案中与向武龙、刘吉安签订《内部承包协议》的责任主体应认定为武汉金鑫联鑫公司和向武龙、刘吉安，双方成立建设工程施工合同法律关系,neg,8322.txt
原告对证据的真实性提请由法庭判断，对其关联性、合法性没有异议，但不认可被告的证明目的,neg,8538.txt
详细情况见工程造价结算书,neg,10492.txt
（三）建设工程未交付，工程价款也未结算的，为当事人起诉之日,neg,33.txt
对证据一证明2013年6月15日至7月2日未开工，监理日志并未写明原因，没有开工与停工是两个概念，意味着工期将顺延17天,neg,3489.txt
因此，泰诚公司主张解除案涉合同符合合同约定，案涉合同应予以解除,neg,9495.txt
根据中色十二冶公司与六安市安畅土石方有限公司、万特公司三方签订《建筑工程施工专业分包合同》，将案涉六安市地下人防商业街土方工程交由六安市安畅土石方有限公司施工，合同约定中色十二冶公司作为总承包单位，在建设单位万特公司向其拨款后，扣除3%的总包服务费及相关的税费后将工程款支付给六安市安畅土石方有限公司，土方工程施工完成后，土方施工单位人员与万特公司工作人员，确认土方工程总价款为20943073.24元，中色十二冶公司在举证中对该土方工程结算价款予以认可,neg,3943.txt
外委工程双方也配合挺好的了，原告的要求没有事实依据,neg,5273.txt
但被告港洲文化公司未向原告支付上述费用，扣除被告东莞市观音寺支付的人民币300000元，原告请求被告港洲文化公司支付工程款和停工补偿共计2569634.58元，理由成立，本院予以支持,neg,3836.txt
省建三公司请求鑫红光公司从合同解除之日支付工程款利息的请求成立，本院予以支持,neg,9681.txt
一标段合同约定承包范围是4、5、6、10-20#楼施工图纸范围内的土建、水电安装工程,neg,6504.txt
原告诉称，2013年3月19日，唐山冠华制冷设备安装有限公司与被告签订《建设工程施工劳务分包合同》，约定由被告承建河北联大8号宿办楼工程，合同价款劳务费每平方米510元人民币，总价款共计5355000元人民币，开工日期2013年4月1日，竣工日期2013年9月27日，工程质量按国家现行的《建筑安装工程施工及验收规范》和《建筑安装工程质量评定标准》,neg,3255.txt
”因此，发包人对中途停建工程，应依法对承包人进行赔偿,neg,11950.txt
（一）关于一期工程款的数额、利息、违约金问题,neg,4354.txt
鸿丰公司实际向华宇广泰支付工程款共计61810000元,neg,11413.txt
20111102,neg,2062.txt
该合同及补充协议，系双方的真实意思表示，且未违反国家禁止性效力性规定，应为有效合同,neg,4525.txt
”《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释》第四条规定,neg,4820.txt
证据39号为竣工图，富丽公司至今未向卉森公司提交图纸,neg,6999.txt
本院不予支持,neg,7803.txt
（三）供热与供冷系统，为２个采暖期、供冷期,neg,4847.txt
"综上，被告已支付工程款共计2,847,764元+50,000元+130,000元=3,027,764元",neg,10315.txt
9958985,neg,2317.txt
原告与被告对履约保证金计付利息没有进行约定，而原告与第三人向其波明确履约保证金不计利息，因此，应视为原告与被告之间的履约保证金也是不计利息，原告主张该履约保证金计资金占用费不予支持,neg,3094.txt
对于上述欠付的工程款，文峰公司自应付工程款之日起即2016年8月21日按照中国人民银行发布的同期同类贷款利率支付利息,neg,6675.txt
综上所述，依照《中华人民共和国合同法》第六十条第一款、第一百零七条、第二百六十九条，《中华人民共和国企业破产法》第二十五条第（七）项，《中华人民共和国民事诉讼法》第六十四条第一款，《最高人民法院关于适用〈中华人民共和国民事诉讼法〉的解释》第九十条的规定，判决如下,neg,4276.txt
华宇广泰承建鸿丰公司开发的鸿丰.玫瑰城项目二期7#、8#、9#、10#、11#、5#、6#、12#、13#住宅和附属商业、地下车库等,neg,11406.txt
"对于9、这其实是两个施工项目，15,139元是10,885元加上4,253元，这两个排水管是繁宝公司表示做了、钱国木业公司表示没有做，但因为在地下一米左右，鉴定单位无法看",neg,648.txt
该约定虽系双方真实意思表示，但该约定超过了年利率24%，故本院依法部分支持二轻公司的诉讼请求，由万合城公司按照月利率2%的标准支付二轻公司延期支付利息,neg,12712.txt
因璧山秀湖鹭岛国际社区1-1期、2-1期2-2期A区工程，以下专业分包工程由我司直接发包，因归档资料需要请贵司配合签订分包合同及相关资料,neg,7263.txt
三、原告(反诉被告)上海宝建集团繁宝建筑工程有限公司的其余诉讼请求，不予支持,neg,756.txt
该工程符合设计及施工规范要求,neg,5901.txt
其中被告安澜公司将二标段D区D3、D5两段共400米工程交由原告施工，双方未签订书面施工合同,neg,8579.txt
"根据约定，XX公司应在工程竣工验收后支付总价款的97%，预留3%作为保证金，而工程已经竣工验收，故XX公司应付履行期届满的工程款为74,425,841.20元×97%=72,193,065.96元",neg,12031.txt
长城国际商业广场一期工程的工期延误天数为275天，工期延误签证单内容已写明了原因，真实性由法院判定,neg,4084.txt
屋外散水,neg,7872.txt
喀什东方汇科房地产开发有限公司，乙方,neg,11131.txt
2010年7月2日，浙江韦宁工程审价咨询有限公司作出鉴定报告，鉴定结论,neg,6373.txt
邓州市东一环和团结路交叉口西北角，3、工程内容,neg,10399.txt
本合同材料材质指装饰材料、卫生洁具等市场价格差异较大的材料，本工程装饰材料及卫生洁具等均为国产合格品),neg,424.txt
本案尽管从监理人向原告发出的一系列监理通知看，原告方在施工及管理上存在不规范和隐患，但不足以表明存在《中华人民共和国合同法》第九十四条“有下列情形之一的，当事人可以解除合同,neg,1135.txt
约23104.72平方米，合同暂定总价,neg,7059.txt
钱国木业公司为证明己方主张，申请马士信出庭作证，其证人证言的主要内容为，马士信曾经是钱国木业公司的员工，现已离职，当时在工地负责场地,neg,694.txt
洋浦控股公司将海南洋浦神头港区B、C、D区填海工程施工二标段工程发包给被告天航公司,neg,8625.txt
地金公司的部分诉,neg,10971.txt
在双方未能陈清具体竣工日期的情况下，原、被告双方均确认在2017年9月已由被告实际使用，可以证实在此之前工程已经竣工，而原告于2018年7月25日才向本院提起本案诉讼，已超过上述批复确定的行使权利的期限，故本院对原告该项诉讼请求不予支持,neg,4310.txt
8.关于12#-24#住宅楼施工降水差价37532.39元应否扣减的问题,neg,2879.txt
2014年11月8日（同日两次）、11月11日、12月22日、12月31日,neg,7156.txt
原告(反诉被告)繁宝公司诉称，钱国木业公司计划在上海市宝山区潘桥路XXX号建造厂房，因资金等问题，土地证只能暂时办理到崎丰厂名下,neg,320.txt
《2015年全国民事审判工作会议纪要》中强调,neg,1488.txt
6、2009年7月6日双方协议约定按工程总造价税前让利8%，2009年9月9日双方合同约定以总造价优惠让利5%，2009年7月6日协议在先，2009年9月9日合同在后，对于让利额度应视为后合同对前合同让利额度进行了变更，故本案中的工程价款让利额度应以5%计算,neg,10545.txt
该施工方案中的“挖土方案”载明,neg,3780.txt
2013年11月5日，建设单位河北联合大学、石家庄安泰建设监理有限公司以及原告的项目部、被告再次对河北联大8号宿办楼项目进行验收，结论是仍然存在诸多需返工和整改的问题，仍然是未达到竣工验收标准条件,neg,3261.txt
660000,neg,1959.txt
714478.38,neg,1702.txt
未经验收或者验收不合格的，不得交付使用”，根据庭审查明的事实，争议工程已竣工并投入使用，故西北电缆公司关于鲁中装备公司需提供证据证明争议工程质量合格与否的辩称主张不成立，本案可以适用《最高人民法院&lt;关于审理建设工程施工合同纠纷案件适用法律问题的解释&gt;》第二条作为案件审理依据,neg,11202.txt
至今没有交付全部钥匙,neg,5690.txt
（11）刘礼生借款500000元及利息466000元问题,neg,1466.txt
施工方认为E区块道路已完成部分路基施工，现场由于土建方、园林方施工，路基已破坏，故E区块道路未完工程应为预算价340166元，则应增加鉴定造价110049元,neg,6220.txt
建设项目名称汇源大酒店餐饮楼改造工程,neg,4188.txt
8-13，面积46.4㎡,neg,8131.txt
人民银行当期贷款基准利率的3倍利率，拖欠工程款的利息,neg,2935.txt
2、丽景家园大门外增加长条混凝土路面66.52平方米，基层清理加外运挖土方10立方米，2.2立方米砂垫层，120mmC20混凝土路面压光,neg,5820.txt
水平面起土建工程，消防工程，铝合金外窗安装，店面卷帘门，室外附属工程水沟、散水、化粪池,neg,10801.txt
（一）潘国彬是涉案工程的实际施工人,neg,2543.txt
属于协议范围之外的，依双方约定，没有约定的，依兴城地方和国家地方标准执行，参照原施工协议执行也可以,neg,5227.txt
甲方付至工程结算总造价的97%（含该部分工程以前所有的已付款项）,neg,5846.txt
建设工程的价款就该工程折价或者拍卖的价款优先受偿,neg,10976.txt
（三）建设工程必须进行招标而未招标或者中标无效的,neg,9711.txt
本院认为被告对该明细单提出异议，且原告方未能提供其他相关证据佐证，故不予采信,neg,939.txt
根据《最高人民法院关于审理建设工程施工合同纠纷案件适用法律问题的解释》第二十二条“当事人约定按照固定价结算工程价款，一方当事人请求对建设工程造价进行鉴定的，不予支持”之规定,neg,5003.txt
对于7，该部分费用本来就是已经扣减的,neg,644.txt
3、被告万辉公司应否向原告联建公司支付拖欠工程进度款违约金,neg,9423.txt
宝塔公司对于《〈建设工程施工合同〉权利义务转移协议书》及《〈建设工程施工合同〉权利义务转移协议书》之补充协议其公章的真实性认可，虽中石化公司不认可上述两份协议中中石化扬州分公司印章的真实性，但宁夏回族自治区高级人民法院作出的（2015）宁民终字第79号民事判决书对于《〈建设工程施工合同〉权利义务转移协议书》及《〈建设工程施工合同〉权利义务转移协议书》之补充协议进行了确认，故宝塔公司作为发包方与承包方威达公司就威达公司已完工程量进行了结算，确认威达公司已完工程量为1577万元，故对于威达公司已完工程量1577万元本院予以确认,neg,3114.txt
经查，万特公司提供的借条为陈印书写，内容为陈印借万特公司总经理陈育良个人的借款，该借条亦未加盖中色十二冶公司或其项目部印章，中色十二冶公司现不予认可，本院对该笔款项不予认定,neg,3957.txt
本院要求大邦公司提交《湖南省建设工程施工合同》原件，大邦公司提交了一份《湖南省建设工程施工合同》原件，但大邦公司提交的《湖南省建设工程施工合同》原件与其之前提交的《湖南省建设工程施工合同》复印件版本不一致，内容也存在不一致,neg,1364.txt
第一次付款于2012年8月15日前付100万元,neg,8822.txt
经审核，两份《建设工程施工合同》在合同文本、开竣工日期以及部分结算条款表述不同,neg,10910.txt
且被告停工后经原告催告未进场投入建设，现早已超过原、被告双方约定的2016年10月30日竣工日期，合同目的已无法如期实现，现原告要求与被告解除签订的哈尔滨华利（通河）现代粮食加工园项目合同的请求，符合法律规定，本院应予支持,neg,807.txt
但因之后根据2016年7月9日的签证单显示，原、被告对案涉工程进行签证调整，故应视为施工的工期已发生了变更的事实，因双方对变更后的工期未予以明确，导致本案处于延长工期期限不明的特殊情形,neg,9978.txt
3、该证据内容的真实性无法核定,neg,3436.txt
第二，生效判决确认，赣鑫公司与平安养老保险股份有限公司江西分公司于2013年12月12日签订团体人身保险保险单，约定赣鑫公司就案涉工程向平安养老保险股份有限公司江西分公司投保建工意外险和建工意外医疗险，保险期限自2013年11月28日起至2015年6月18日止,neg,1274.txt
本院认为，闽中公司提供的代垫材料款证据《付款通知单》等均系南洋公司自行制作，吴东安未签字认可，故该代垫材料款不能从涉案工程款中扣除，且闽中公司自认其提供的工程收付款明细表中体现的工程款等支付金额已全部包含在吴东安认可的11983300元工程款中,neg,10806.txt
工程变更以发包方签订为准，按图纸设计，以实计算，进入决算......,neg,10464.txt
（三）按原被告双方所签订的《建设工程施工合同》的约定，原告所承建的工程为由原告全额垫资建设，同时约定垫资利息计算从工程开工之日起开始按年利率8%计算，其中符合法律规定的利息应予支持，但该约定的垫资利息标准高于中国人民银行发布的同期同类贷款利率的部分，本院不予支持,neg,12899.txt
勐海华磊房地产开发有限公司〈工作联系函〉的回复》予以回复，并对华磊公司希望解除合同的意思表示进行承诺，同意解除《黎明之城建设工程施工合同》,neg,12749.txt
3、桩基工程，虽三方签认的桩长与第三方钻芯报告不一致，但鉴定机构按照钻芯报告的桩长计算工程造价，本院亦予以认可,neg,1375.txt
